username, deviceName, position, distance, timestamp,targetPointX, targetPointY, gazePointX, gazePointY,faceTransform_0_x, faceTransform_0_y, faceTransform_0_z, faceTransform_0_w,faceTransform_1_x, faceTransform_1_y, faceTransform_1_z, faceTransform_1_w,faceTransform_2_x, faceTransform_2_y, faceTransform_2_z, faceTransform_2_w,faceTransform_3_x, faceTransform_3_y, faceTransform_3_z, faceTransform_3_w,rightEyeTransform_0_x, rightEyeTransform_0_y, rightEyeTransform_0_z, rightEyeTransform_0_w,rightEyeTransform_1_x, rightEyeTransform_1_y, rightEyeTransform_1_z, rightEyeTransform_1_w,rightEyeTransform_2_x, rightEyeTransform_2_y, rightEyeTransform_2_z, rightEyeTransform_2_w,rightEyeTransform_3_x, rightEyeTransform_3_y, rightEyeTransform_3_z, rightEyeTransform_3_w,leftEyeTransform_0_x, leftEyeTransform_0_y, leftEyeTransform_0_z, leftEyeTransform_0_w,leftEyeTransform_1_x, leftEyeTransform_1_y, leftEyeTransform_1_z, leftEyeTransform_1_w,leftEyeTransform_2_x, leftEyeTransform_2_y, leftEyeTransform_2_z, leftEyeTransform_2_w,leftEyeTransform_3_x, leftEyeTransform_3_y, leftEyeTransform_3_z, leftEyeTransform_3_w
victor,iPad Mini 6th,Top,Regular,1714394378.475091,0.0,0.0,129.73567808237604,1042.9293111806778,0.99921584,0.03748897,-0.012736102,0.0,-0.038532898,0.846822,-0.5304786,0.0,-0.009101922,0.5305535,0.84760255,0.0,0.076748006,-0.0056498754,-0.33374208,1.0,0.9914363,-0.051402517,0.12004944,0.0,0.0,0.919276,0.39361367,0.0,-0.13059129,-0.39024287,0.9114036,0.0,-0.031372212,0.03026324,0.025665348,1.0,0.9804146,-0.076798126,0.18135367,0.0,0.0,0.9208368,0.3899482,0.0,-0.19694443,-0.3823109,0.9028019,0.0,0.031432852,0.030335816,0.02561231,1.0
victor,iPad Mini 6th,Top,Regular,1714394378.475093,0.0,0.0,130.8168087330625,1044.2199693908842,0.9992185,0.03732318,-0.013011386,0.0,-0.038532883,0.8464837,-0.5310184,0.0,-0.008805316,0.53110474,0.84726036,0.0,0.07681702,-0.0056119845,-0.33362377,1.0,0.9914112,-0.0515162,0.12020757,0.0,0.0,0.9191487,0.3939107,0.0,-0.13078141,-0.39052752,0.91125435,0.0,-0.031372212,0.03026324,0.025665348,1.0,0.9803796,-0.07692362,0.18148987,0.0,0.0,0.9207131,0.3902399,0.0,-0.19711879,-0.38258326,0.9026484,0.0,0.031432852,0.030335816,0.02561231,1.0
victor,iPad Mini 6th,Top,Regular,1714394378.4750938,0.0,0.0,131.79328915934394,1044.0384720742234,0.9992261,0.037099577,-0.01306595,0.0,-0.038372617,0.84650266,-0.53099984,0.0,-0.00863951,0.53109026,0.84727126,0.0,0.076879166,-0.005564603,-0.33357546,1.0,0.99140996,-0.05154189,0.120206974,0.0,0.0,0.91907686,0.39407828,0.0,-0.130791,-0.39069316,0.911182,0.0,-0.031372212,0.03026324,0.025665348,1.0,0.98038065,-0.07695444,0.18147074,0.0,0.0,0.9206422,0.3904073,0.0,-0.1971132,-0.3827478,0.9025799,0.0,0.031432852,0.030335816,0.02561231,1.0
victor,iPad Mini 6th,Top,Regular,1714394378.475095,0.0,0.0,132.7251841673466,1043.1379661569445,0.9992351,0.036976397,-0.012731291,0.0,-0.038091708,0.8465878,-0.53088444,0.0,-0.008852024,0.5309633,0.84734863,0.0,0.076920904,-0.005525264,-0.33352306,1.0,0.9914675,-0.051399793,0.119792685,0.0,0.0,0.91897804,0.39430857,0.0,-0.13035423,-0.39094415,0.91113687,0.0,-0.031372212,0.03026324,0.025665348,1.0,0.98046607,-0.07683543,0.18105958,0.0,0.0,0.920541,0.3906458,0.0,-0.19668822,-0.38301498,0.9025593,0.0,0.031432852,0.030335816,0.02561231,1.0
victor,iPad Mini 6th,Top,Regular,1714394378.475096,0.0,0.0,132.3685964466784,1041.1881609479274,0.9992492,0.03678438,-0.012162768,0.0,-0.037630167,0.8467777,-0.5306144,0.0,-0.009219206,0.53067374,0.8475262,0.0,0.07693314,-0.0055162236,-0.3335628,1.0,0.9915137,-0.05130418,0.119450465,0.0,0.0,0.91883534,0.39464137,0.0,-0.13000204,-0.39129233,0.91103786,0.0,-0.031372212,0.03026324,0.025665348,1.0,0.98053545,-0.076766714,0.18071273,0.0,0.0,0.9203973,0.3909845,0.0,-0.1963421,-0.38337415,0.90248215,0.0,0.031432852,0.030335816,0.02561231,1.0
victor,iPad Mini 6th,Top,Regular,1714394378.475097,0.0,0.0,131.78627263373278,1040.318637712734,0.99925214,0.036860783,-0.011674271,0.0,-0.037439436,0.8469894,-0.5302898,0.0,-0.009658933,0.5303305,0.84773594,0.0,0.07695029,-0.005515246,-0.33359656,1.0,0.99154866,-0.05118555,0.11921125,0.0,0.0,0.9188797,0.39453796,0.0,-0.12973543,-0.39120358,0.9111139,0.0,-0.031372212,0.03026324,0.025665348,1.0,0.98058665,-0.07664749,0.18048498,0.0,0.0,0.9204384,0.39088735,0.0,-0.19608586,-0.38329896,0.9025697,0.0,0.031432852,0.030335816,0.02561231,1.0
victor,iPad Mini 6th,Top,Regular,1714394378.475097,0.0,0.0,131.4044278115034,1038.9138503942904,0.99924624,0.03712091,-0.011366197,0.0,-0.03749741,0.8470313,-0.53021914,0.0,-0.01005465,0.5302456,0.8477845,0.0,0.076957494,-0.005515435,-0.33366618,1.0,0.99157745,-0.051139496,0.118991494,0.0,0.0,0.91874444,0.39485282,0.0,-0.12951533,-0.39152715,0.9110063,0.0,-0.031372212,0.03026324,0.025665348,1.0,0.98062956,-0.07662576,0.18026073,0.0,0.0,0.92030334,0.39120522,0.0,-0.19587097,-0.38362744,0.9024768,0.0,0.031432852,0.030335816,0.02561231,1.0
victor,iPad Mini 6th,Top,Regular,1714394378.4750981,0.0,0.0,132.27808685225295,1039.3399100857457,0.99925095,0.03694198,-0.01151511,0.0,-0.037421044,0.84683985,-0.53053,0.0,-0.009847416,0.53056353,0.84758806,0.0,0.07695256,-0.005552119,-0.33369368,1.0,0.99159175,-0.051119033,0.11888014,0.0,0.0,0.91866755,0.39503148,0.0,-0.12940495,-0.39170998,0.9109432,0.0,-0.031372212,0.03026324,0.025665348,1.0,0.98065144,-0.07661839,0.18014544,0.0,0.0,0.9202269,0.3913854,0.0,-0.195762,-0.38381264,0.9024218,0.0,0.031432852,0.030335816,0.02561231,1.0
victor,iPad Mini 6th,Top,Regular,1714394378.475099,0.0,0.0,132.20868660063724,1039.180550086686,0.9992457,0.037049122,-0.0116395615,0.0,-0.037576586,0.8467646,-0.5306392,0.0,-0.009803783,0.5306762,0.8475181,0.0,0.07696299,-0.0055624377,-0.33372864,1.0,0.99157286,-0.05119407,0.11900577,0.0,0.0,0.9186086,0.39516836,0.0,-0.12955001,-0.39183825,0.9108674,0.0,-0.031372212,0.03026324,0.025665348,1.0,0.98062533,-0.076695465,0.18025404,0.0,0.0,0.92016995,0.3915189,0.0,-0.1958921,-0.38393342,0.90234214,0.0,0.031432852,0.030335816,0.02561231,1.0
victor,iPad Mini 6th,Top,Regular,1714394378.475099,0.0,0.0,132.45966784128055,1039.5370421817922,0.9992523,0.036829423,-0.0117670875,0.0,-0.037456598,0.8466845,-0.53077525,0.0,-0.009585099,0.5308191,0.847431,0.0,0.076967284,-0.005565474,-0.33379322,1.0,0.9915605,-0.051246922,0.1190867,0.0,0.0,0.9185582,0.3952858,0.0,-0.12964524,-0.39194977,0.910806,0.0,-0.031372212,0.03026324,0.025665348,1.0,0.980607,-0.07675409,0.18032944,0.0,0.0,0.9201212,0.39163363,0.0,-0.19598442,-0.3840387,0.9022773,0.0,0.031432852,0.030335816,0.02561231,1.0
victor,iPad Mini 6th,Down,Regular,1714394383.875979,0.0,0.0,-3.7621964854518257,-377.48274596469616,0.9995459,-0.018520784,0.023767374,0.0,0.01154209,0.9639681,0.2657674,0.0,-0.02783322,-0.26537243,0.96374416,0.0,0.08067771,-0.052585375,-0.30390778,1.0,0.98460454,0.017801853,0.17388754,0.0,0.0,0.9948003,-0.10184336,0.0,-0.17479639,0.10027544,0.979485,0.0,-0.031533595,0.030377503,0.02508176,1.0,0.97036743,0.024251966,0.24041404,0.0,0.0,0.9949506,-0.100366466,0.0,-0.24163415,0.09739235,0.96546763,0.0,0.031530853,0.03039312,0.025061393,1.0
victor,iPad Mini 6th,Down,Regular,1714394383.875982,0.0,0.0,-2.2260196448311094,-380.46497255376016,0.9995535,-0.018663032,0.02333993,0.0,0.011769042,0.9637351,0.26660138,0.0,-0.027469069,-0.26620772,0.9635243,0.0,0.08068828,-0.0525051,-0.30399978,1.0,0.9846392,0.017707206,0.17370114,0.0,0.0,0.9948442,-0.10141506,0.0,-0.17460135,0.09985724,0.9795626,0.0,-0.031533595,0.030377503,0.02508176,1.0,0.9704112,0.02413261,0.24024951,0.0,0.0,0.994993,-0.099945165,0.0,-0.2414585,0.0969879,0.96555233,0.0,0.031530853,0.03039312,0.025061393,1.0
victor,iPad Mini 6th,Down,Regular,1714394383.875983,0.0,0.0,-1.5283355445373714,-384.3047213699874,0.9995587,-0.018562654,0.023193685,0.0,0.011689722,0.9635263,0.26735866,0.0,-0.027310627,-0.26696953,0.96331793,0.0,0.08069782,-0.052433398,-0.30397698,1.0,0.98465866,0.017550604,0.17360684,0.0,0.0,0.9949289,-0.10058131,0.0,-0.1744917,0.09903826,0.97966534,0.0,-0.031533595,0.030377503,0.02508176,1.0,0.9704344,0.023924923,0.24017604,0.0,0.0,0.99507505,-0.099123515,0.0,-0.24136473,0.096192874,0.9656551,0.0,0.031530853,0.03039312,0.025061393,1.0
victor,iPad Mini 6th,Down,Regular,1714394383.875984,0.0,0.0,-0.18374451736765582,-387.42431407885294,0.9995702,-0.018558303,0.022695564,0.0,0.0118006095,0.963345,0.26800588,0.0,-0.026837325,-0.2676229,0.9631498,0.0,0.08073346,-0.052352466,-0.30398294,1.0,0.984642,0.017431384,0.17371291,0.0,0.0,0.99500304,-0.099844515,0.0,-0.1745853,0.098311104,0.97972184,0.0,-0.031533595,0.030377503,0.02508176,1.0,0.9704099,0.023759099,0.24029174,0.0,0.0,0.99514735,-0.09839624,0.0,-0.24146348,0.09548469,0.96570086,0.0,0.031530853,0.03039312,0.025061393,1.0
victor,iPad Mini 6th,Down,Regular,1714394383.8759851,0.0,0.0,0.547647593528267,-389.90398052686794,0.9995842,-0.01863763,0.021997446,0.0,0.012031078,0.96300495,0.269215,0.0,-0.026201226,-0.26883835,0.9628289,0.0,0.08074522,-0.052285846,-0.30394745,1.0,0.98455656,0.017494246,0.17419034,0.0,0.0,0.9949946,-0.09992908,0.0,-0.17506662,0.09838583,0.97962844,0.0,-0.031533595,0.030377503,0.02508176,1.0,0.9702957,0.023823641,0.24074595,0.0,0.0,0.9951394,-0.09847661,0.0,-0.24192183,0.09555144,0.9655795,0.0,0.031530853,0.03039312,0.025061393,1.0
victor,iPad Mini 6th,Down,Regular,1714394383.875986,0.0,0.0,0.9858517313566734,-392.39383109723497,0.9995919,-0.01865248,0.021633329,0.0,0.012126706,0.9628302,0.26983517,0.0,-0.025862336,-0.26946273,0.9626634,0.0,0.08074488,-0.05227526,-0.30390245,1.0,0.9845192,0.017454106,0.17440568,0.0,0.0,0.9950295,-0.09958019,0.0,-0.17527688,0.09803861,0.97962564,0.0,-0.031533595,0.030377503,0.02508176,1.0,0.9702453,0.023759948,0.24095553,0.0,0.0,0.99517345,-0.09813126,0.0,-0.24212416,0.09521139,0.9655623,0.0,0.031530853,0.03039312,0.025061393,1.0
victor,iPad Mini 6th,Down,Regular,1714394383.875986,0.0,0.0,1.0907768792524113,-393.7362227364788,0.999595,-0.018692618,0.021457093,0.0,0.012205805,0.9627551,0.2700994,0.0,-0.02570684,-0.2697281,0.96259326,0.0,0.08080508,-0.052316874,-0.30390963,1.0,0.984461,0.017473154,0.17473198,0.0,0.0,0.99503726,-0.099503465,0.0,-0.17560346,0.09795728,0.9795754,0.0,-0.031533595,0.030377503,0.02508176,1.0,0.97016865,0.023771245,0.24126263,0.0,0.0,0.995181,-0.098053694,0.0,-0.24243088,0.095128626,0.9654935,0.0,0.031530853,0.03039312,0.025061393,1.0
