username, deviceName, position, distance, timestamp,targetPointX, targetPointY, gazePointX, gazePointY,faceTransform_0_x, faceTransform_0_y, faceTransform_0_z, faceTransform_0_w,faceTransform_1_x, faceTransform_1_y, faceTransform_1_z, faceTransform_1_w,faceTransform_2_x, faceTransform_2_y, faceTransform_2_z, faceTransform_2_w,faceTransform_3_x, faceTransform_3_y, faceTransform_3_z, faceTransform_3_w,rightEyeTransform_0_x, rightEyeTransform_0_y, rightEyeTransform_0_z, rightEyeTransform_0_w,rightEyeTransform_1_x, rightEyeTransform_1_y, rightEyeTransform_1_z, rightEyeTransform_1_w,rightEyeTransform_2_x, rightEyeTransform_2_y, rightEyeTransform_2_z, rightEyeTransform_2_w,rightEyeTransform_3_x, rightEyeTransform_3_y, rightEyeTransform_3_z, rightEyeTransform_3_w,leftEyeTransform_0_x, leftEyeTransform_0_y, leftEyeTransform_0_z, leftEyeTransform_0_w,leftEyeTransform_1_x, leftEyeTransform_1_y, leftEyeTransform_1_z, leftEyeTransform_1_w,leftEyeTransform_2_x, leftEyeTransform_2_y, leftEyeTransform_2_z, leftEyeTransform_2_w,leftEyeTransform_3_x, leftEyeTransform_3_y, leftEyeTransform_3_z, leftEyeTransform_3_w,lookAtPointX, lookAtPointY, lookAtPointZ
lucas,iPad Mini 6th,Middle,Regular,1715166427.663105,0.0,0.0,106.9290413132568,483.5013656067097,0.99902546,0.020642338,0.039015237,0.0,-0.013528433,0.9845632,-0.17450711,0.0,-0.0420152,0.17380923,0.9838828,0.0,0.052092362,-0.0042156754,-0.47885007,1.0,0.99990344,-0.002551746,0.013651717,0.0,0.0,0.9829756,0.18373542,0.0,-0.013888153,-0.1837177,0.98288083,0.0,-0.03336158,0.030781128,0.02764591,1.0,0.9961722,-0.016002744,0.08593492,0.0,0.0,0.98309946,0.18307212,0.0,-0.08741223,-0.18237136,0.9793363,0.0,0.033373106,0.030783331,0.027630854,1.0,-0.045911133,-0.13812049,0.9311744
lucas,iPad Mini 6th,Middle,Regular,1715166427.680056,0.0,0.0,105.25420740774767,483.6806157226638,0.99899983,0.020282783,0.03985034,0.0,-0.01300174,0.9844601,-0.17512652,0.0,-0.04278312,0.17443322,0.98373914,0.0,0.05216412,-0.0042405403,-0.47905698,1.0,0.99990976,-0.0024749406,0.013202612,0.0,0.0,0.9828796,0.18424903,0.0,-0.013432583,-0.18423241,0.98279095,0.0,-0.0334161,0.030748084,0.027573949,1.0,0.99620014,-0.015989127,0.085613385,0.0,0.0,0.9830037,0.18358544,0.0,-0.08709365,-0.18288784,0.97926843,0.0,0.033423807,0.030746525,0.027566602,1.0,-0.04555125,-0.13860399,0.93090403
lucas,iPad Mini 6th,Middle,Regular,1715166427.696754,0.0,0.0,104.18106149148753,483.50227404954865,0.99897486,0.020101698,0.0405646,0.0,-0.012672001,0.98435766,-0.17572606,0.0,-0.043462437,0.17503186,0.98360306,0.0,0.052219942,-0.004256344,-0.4791708,1.0,0.99991524,-0.0024061918,0.0127914185,0.0,0.0,0.9827634,0.18486747,0.0,-0.013015765,-0.18485181,0.98268014,0.0,-0.0334161,0.030748084,0.027573949,1.0,0.99623454,-0.01597051,0.08521507,0.0,0.0,0.9828875,0.18420702,0.0,-0.0866987,-0.1835134,0.9791865,0.0,0.033423807,0.030746525,0.027566602,1.0,-0.045171857,-0.1391515,0.93069106
lucas,iPad Mini 6th,Middle,Regular,1715166427.713481,0.0,0.0,104.54894498166607,482.9966777969064,0.9989753,0.019565856,0.040812045,0.0,-0.0120986905,0.98435706,-0.17576918,0.0,-0.043612678,0.1750953,0.983585,0.0,0.052248094,-0.0042216377,-0.4791799,1.0,0.9999184,-0.002365342,0.012556384,0.0,0.0,0.98271567,0.18512166,0.0,-0.012777231,-0.18510655,0.9826355,0.0,-0.0334161,0.030748084,0.027573949,1.0,0.99625474,-0.015949951,0.08498291,0.0,0.0,0.98283935,0.18446343,0.0,-0.08646674,-0.18377256,0.97915834,0.0,0.033423807,0.030746525,0.027566602,1.0,-0.044955753,-0.1393837,0.93064225
lucas,iPad Mini 6th,Middle,Regular,1715166427.730124,0.0,0.0,104.42365158906603,481.85094012589906,0.9989774,0.019345557,0.040863343,0.0,-0.011884105,0.98440593,-0.17550999,0.0,-0.043621473,0.1748449,0.9836293,0.0,0.05228052,-0.004145369,-0.47917137,1.0,0.99991775,-0.002376467,0.012607531,0.0,0.0,0.9826945,0.18523382,0.0,-0.012829552,-0.18521859,0.9826137,0.0,-0.0334161,0.030748084,0.027573949,1.0,0.9962497,-0.015970241,0.08503804,0.0,0.0,0.9828185,0.18457444,0.0,-0.08652466,-0.18388224,0.97913265,0.0,0.033423807,0.030746525,0.027566602,1.0,-0.045002036,-0.1394762,0.9305661
lucas,iPad Mini 6th,Middle,Regular,1715166427.7467918,0.0,0.0,107.23963313860688,476.9713589485705,0.99899155,0.019222276,0.040576674,0.0,-0.011869415,0.9846344,-0.17422502,0.0,-0.043302186,0.17356767,0.98386955,0.0,0.05231535,-0.0039655226,-0.47917196,1.0,0.999919,-0.002356417,0.012506302,0.0,0.0,0.9827083,0.18516028,0.0,-0.012726363,-0.18514529,0.9826287,0.0,-0.0334161,0.030748084,0.027573949,1.0,0.99625754,-0.015947156,0.084949486,0.0,0.0,0.982832,0.18450229,0.0,-0.086433366,-0.18381181,0.97915393,0.0,0.033423807,0.030746525,0.027566602,1.0,-0.044907145,-0.13938096,0.93043333
lucas,iPad Mini 6th,Middle,Regular,1715166427.7636142,0.0,0.0,110.24161835941743,474.6448607444763,0.99901855,0.019350544,0.039842,0.0,-0.012189853,0.9849001,-0.17269373,0.0,-0.042582095,0.17203856,0.9841694,0.0,0.05232108,-0.0037203885,-0.4791566,1.0,0.99991584,-0.0023936376,0.012750381,0.0,0.0,0.98283106,0.18450755,0.0,-0.012973115,-0.18449202,0.9827483,0.0,-0.0334161,0.030748084,0.027573949,1.0,0.9962367,-0.015934782,0.085196026,0.0,0.0,0.9829545,0.18384854,0.0,-0.0866734,-0.18315668,0.97925544,0.0,0.033423807,0.030746525,0.027566602,1.0,-0.04513062,-0.13876982,0.9304826
lucas,iPad Mini 6th,Middle,Regular,1715166427.780132,0.0,0.0,111.09862659918511,473.8297723604469,0.9990345,0.019254256,0.03949165,0.0,-0.012212084,0.98513126,-0.17136984,0.0,-0.042204045,0.17072208,0.984415,0.0,0.05231266,-0.003498913,-0.4790516,1.0,0.9999132,-0.0024213444,0.01295103,0.0,0.0,0.982968,0.1837772,0.0,-0.013175434,-0.18376125,0.9828827,0.0,-0.0334161,0.030748084,0.027573949,1.0,0.9962208,-0.015904969,0.085387595,0.0,0.0,0.9830908,0.18311828,0.0,-0.08685625,-0.18242626,0.9793756,0.0,0.033423807,0.030746525,0.027566602,1.0,-0.045316152,-0.13811557,0.9306955
lucas,iPad Mini 6th,Middle,Regular,1715166427.796777,0.0,0.0,115.2474252785754,467.3481522366757,0.99906814,0.019137615,0.03868946,0.0,-0.012284524,0.98533744,-0.17017396,0.0,-0.04137887,0.16954009,0.9846541,0.0,0.0522883,-0.0033463084,-0.47889718,1.0,0.9999123,-0.0024368877,0.013015409,0.0,0.0,0.98292,0.18403307,0.0,-0.013241574,-0.18401694,0.98283386,0.0,-0.0334161,0.030748084,0.027573949,1.0,0.996216,-0.015937213,0.08543792,0.0,0.0,0.98304343,0.18337259,0.0,-0.08691164,-0.18267871,0.9793236,0.0,0.033423807,0.030746525,0.027566602,1.0,-0.045377538,-0.13838223,0.9308192
lucas,iPad Mini 6th,Middle,Regular,1715166427.813545,0.0,0.0,115.99617342897288,466.6452924028391,0.99907625,0.019052796,0.038521264,0.0,-0.012231691,0.9853474,-0.17012005,0.0,-0.041198056,0.16949171,0.9846701,0.0,0.052274823,-0.0033033704,-0.47860682,1.0,0.9999121,-0.0024424836,0.013031473,0.0,0.0,0.98288465,0.18422166,0.0,-0.013258395,-0.18420547,0.9827983,0.0,-0.0334161,0.030748084,0.027573949,1.0,0.99621415,-0.01595739,0.08545558,0.0,0.0,0.98300844,0.18356028,0.0,-0.0869327,-0.18286537,0.97928697,0.0,0.033423807,0.030746525,0.027566602,1.0,-0.045392007,-0.13855138,0.9307643
